Category,Unit,Process,Total  eco-costs  (euro),eco-costs of human health (euro),eco-costs of exo-tocicity (euro ),eco-costs of resource (scarcity   euro),eco-costs of carbon  (footprint euro),eco-costs of Acidification (euro ),eco-costs of Eutrophication (euro ),eco-costs of Photochemical (oxidants   euro ),eco-costs of Fine dust (euro ),eco-costs of Human tocicity (cancer        euro ),eco-costs of Human tocicity (non-canc  euro),eco-costs of Ecotoxicity  (freshwater euro ),eco-costs of Metals Scarcity (euro ),eco-costs of fossil products (              euro),eco-costs of uranium (euro ),eco-costs of land-use (euro ),eco-costs of Baseline Water (Stress       euro ),eco-costs of Landfill ( euro ),Carbon footprint (kg CO2 equiv.),CED (Total) (MJ),Non-renewable fossil (MJ),Non-renewable nuclear (MJ),Non-renewable biomass (MJ),Renewable biomass (MJ),"Renewable wind, solar, geo (MJ)",Renewable water (MJ),ReCiPe2016 endpoint (Pt) (World(2010) H/A),ReCiPe human health (Pt),ReCiPe ecotoxixity (Pt),ReCiPe resources (Pt),ReCiPe human health (DALY),ReCiPe ecotoxixity (species.year),ReCiPe resources (USD2013),"Global warming,  Human health (DALY)","Global warming,  Terrestrial ecosystems (species.year)","Global warming,  Freshwater ecosystems (species.year)",Stratospheric  ozone depletion (DALY),Ionizing  radiation (DALY),"Ozone formation,  Human health (DALY)",Fine particulate  matter formation (DALY),"Ozone formation,  Terrestrial ecosystems (species.year)",Terrestrial  acidification (species.year),Freshwater  eutrophication (species.year),Marine  eutrophication (species.year),Terrestrial  ecotoxicity (species.year),Freshwater  ecotoxicity (species.year),Marine  ecotoxicity (species.year),Human  carcinogenic toxicity (DALY),Human  non-carcinogenic toxicity (DALY),Land use . (species.year),mineral resource  scarcity (USD2013),Fossil resource  scarcity (USD2013),"Water consumption,  Human health (DALY)","Water consumption,  Terrestrial ecosystem (species.year)","Water consumption,  Aquatic ecosystems (species.year)",EF 3.1 Total (Pt),Acidification  (Pt),Climate change  (Pt),Ecotoxicity freshwater (Pt),Particulate  matter (Pt),"Eutrophication,  marine (Pt)","Eutrophication,  freshwater (Pt)","Eutrophication,  terrestrial (Pt)","Human toxicity,  cancer (Pt)","Human toxicity, non-cancer non-cancer (Pt)",Ionising radiation  (Pt),Land use  (Pt),Ozone depletion  (Pt),Photochemical ozone formation  (Pt),"Resource use,  fossils (Pt)","Resource use,  minerals+metals (Pt)",Water use  (Pt),Sources of LCI:
"Materials, metals, ferro, steel spring ",kg ,55Si7,"0,2609","0,0160","0,0239","0,0854","0,13556","0,012141149","0,010183816","0,0084199482","0,0029565371","0,0010387401","0,0035811116","0,0016237342","0,083262098","9,02E-05","0,0010459268","3,44E-07","0,00098446302",0,"1,0192","11,39992","11,191224","0,14180135","0,00E+00","0,06482967","1,06E-04","0,0019592841","0,02359","0,02220","0,00096","0,00044","0,000001330755253","0,000000003552592738","0,06094438","9,52E-07","2,87E-09","7,85E-14","2,73E-10","5,15E-13","1,25E-09","3,16E-07","1,78E-10","3,62E-10","4,32E-12","1,37E-14","2,00E-11","2,14E-13","1,68E-13","5,18E-09","3,69E-08","4,66E-13","0,012675416","0,048268964","1,91E-08","1,16E-10","5,19E-15","5,81E-05","2,90E-06","2,84E-05","1,90E-07","4,46E-06","8,44E-07","8,65E-08","1,23E-06","1,39E-06","2,37E-06","3,87E-09","3,27E-10","6,84E-11","1,78E-06","1,36E-05","-1,93E-06","2,74E-06",mix of the Idemat data of the basic metals
"Materials, metals, ferro, steel spring ",kg ,67SiCr5,"0,2794","0,0188","0,0279","0,0843","0,14840","0,014620999","0,010339942","0,0084551761","0,0029687648","0,0037785705","0,0036372675","0,0029400866","0,079634346","7,10E-05","0,0036042992","2,71E-07","0,00099203791",0,"1,1158","13,352412","12,41765","0,48865228","0,00E+00","0,4444821","8,38E-05","0,0015436784","0,02605","0,02449","0,00105","0,00052","0,000001468228737","0,000000003880328561","0,072167837","1,04E-06","3,14E-09","8,58E-14","2,74E-10","4,06E-13","1,26E-09","3,61E-07","1,79E-10","4,14E-10","5,53E-12","1,41E-14","2,21E-11","3,01E-13","1,90E-13","5,53E-09","3,96E-08","3,68E-13","0,012343859","0,059823978","1,92E-08","1,17E-10","5,23E-15","6,94E-05","3,27E-06","3,11E-05","3,44E-07","4,77E-06","8,45E-07","1,18E-07","1,23E-06","5,07E-06","2,41E-06","3,05E-09","2,58E-10","5,39E-11","1,84E-06","1,55E-05","1,11E-07","2,76E-06",mix of the Idemat data of the basic metals
"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Aluminium  (primary),"2,7885","0,0730","0,3299","1,2313","1,15428","0,27078674","0,05623051","0,047244767","0,0039528058","0,010233543","0,011608731","0,0028787011","1,0271727","4,80E-03","0,19927009","2,35E-05",0,0,"8,6788","151,27508","105,73294","27,012586","0,00E+00","2,3058504","1,01E+01","6,1149503","0,23920","0,22740","0,00858","0,00322","0,00001363303916","0,0000000317146101","0,451324527","8,07E-06","2,44E-08","6,65E-13","6,31E-11","7,50E-12","7,02E-09","5,51E-06","9,98E-10","6,32E-09","1,14E-13","1,53E-15","6,76E-12","7,41E-14","3,19E-13","3,80E-08","4,31E-09","3,74E-11","0,039249817","0,41207471","2,59E-17","1,57E-19","7,04E-24","5,35E-04","4,59E-05","2,42E-04","3,37E-07","3,79E-05","4,54E-06","7,75E-10","6,90E-06","1,37E-05","7,68E-06","5,63E-08","2,47E-08","9,95E-10","1,18E-05","1,60E-04","3,42E-06","3,71E-15",LCA update study from Intern. Aluminium Institute. LIFE CYCLE INVENTORY DATA AND ENVIRONMENTAL METRICS FOR THE PRIMARY ALUMINIUM INDUSTRY 2015 DATA
"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Aluminium (secondary),"0,1331","0,0053","0,0089","0,0056","0,11342","0,0031456347","0,0052117068","0,0043979389","0,00066839246","0,000076618826","0,00015338074","0,00049644808","0,00020559602","4,34E-03","0,00099526719","1,90E-05","0,0000013222344",0,"0,8528","12,0616","11,898403","0,13493305","0,00E+00","0,00043336498","1,78E-03","0,026051494","0,01670","0,01537","0,00072","0,00060","0,0000009215954341","0,000000002671354391","0,08461879901","8,03E-07","2,42E-09","6,62E-14","5,52E-11","6,77E-12","6,54E-10","1,16E-07","9,47E-11","1,22E-10","1,01E-13","1,22E-15","1,90E-13","1,06E-14","9,60E-15","8,12E-10","1,22E-09","3,01E-11","0,000014746007","0,084604053","2,56E-11","1,56E-13","6,97E-18","4,23E-05","1,05E-06","2,38E-05","5,84E-08","1,13E-06","4,13E-07","6,02E-10","6,36E-07","1,03E-07","1,01E-07","5,08E-08","2,00E-08","8,98E-10","1,03E-06","1,39E-05","4,20E-08","3,68E-09","from: Zare et al. F. 2016 LIFE CYCLE ASSESSMENT OF SECONDARY EXTRUDED ALUMINUM PRODUCTION PROCESS IN INDUSTRIAL CITY OF ARAK
APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH 14(2):125-135."
"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Aluminium trade mix (76% prim 24% sec),"2,1512","0,0568","0,2528","0,9371","0,90447","0,20655287","0,043985997","0,036961528","0,0031645466","0,0077958812","0,0088594472","0,0023069604","0,78070062","4,69E-03","0,15168413","2,24E-05","0,00000031733726",0,"6,8005","117,86385","83,212652","20,561949",0,"1,7525503","7,6830784","4,6536146","0,18580","0,17651","0,00669","0,00259","0,00001058229261","0,00000002474422916","0,36331515","6,33E-06","1,91E-08","5,22E-13","6,12E-11","7,32E-12","5,50E-09","4,22E-06","7,81E-10","4,83E-09","1,11E-13","1,45E-15","5,19E-12","5,89E-14","2,45E-13","2,91E-08","3,57E-09","3,57E-11","0,0298334","0,33348175","6,15E-12","3,74E-14","1,67E-18","4,17E-04","3,51E-05","1,90E-04","2,71E-07","2,91E-05","3,55E-06","7,33E-10","5,39E-06","1,05E-05","5,86E-06","5,50E-08","2,36E-08","9,72E-10","9,20E-06","1,25E-04","2,61E-06","8,83E-10","recycle rate EoL-RIR from erostat data or report JRC, Towards Recycling Indicators based on EU flows and Raw Materials System Analysis data. 2018"
"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,"Antimony, CRM (EoL-RIR = 18%)","9,9911","0,1882","0,7575","7,4501","1,59541","0,5682993","0,16044358","0,13481958","0,049109554","0,00094842733","0,0032954347","0,028711198","7,4463848","0,00E+00","0,0036478877","2,21E-05",0,0,"11,9955","136,05253","135,41696","0,49456178","0,00E+00",0,"6,05E-03","0,13495178","0,42064","0,39736","0,01365","0,00963","0,0000238223653","0,00000005049419369","1,34915378","1,12E-05","3,38E-08","9,23E-13","1,06E-09","2,54E-11","2,00E-08","1,25E-05","2,87E-09","1,37E-08","2,50E-12","3,58E-14","9,05E-11","5,59E-13","1,48E-12","2,12E-08","7,54E-08","3,17E-11","0,10830538","1,2408484","0,00E+00","0,00E+00","0,00E+00","9,74E-01","1,01E-04","3,34E-04","3,36E-06","1,18E-04","1,29E-05","3,78E-08","1,95E-05","1,27E-06","2,18E-06","1,85E-07","2,30E-08","2,73E-09","3,33E-05","1,63E-04","9,73E-01","0,00E+00","Nuss and Eckelman, 2014, Life Cycle Assessment of Metals: A Scientific Synthesis, PLOS ONE, - supporting information- . 28% recycled= recycle rate EoL-RIR from erostat data or report JRC, Towards Recycling Indicators based on EU flows and Raw Materials System Analysis data. 2018"
"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Cadmium (EoL-RIR = 0%),"20,4585","0,2718","0,2234","19,5251","0,43816","0,09441447","0,12738545","0,10468068","0,063332658","0,015065525","0,088755072","0,00161211","19,430988","1,14E-02","0,08270621","1,71E-07",0,0,"3,2945","52,032972","34,268648","11,212882","0,00E+00","0,00064218983","2,34E-02","6,527356","0,14802","0,14182","0,00463","0,00157","0,000008502263047","0,00000001713610092","0,219669571","3,08E-06","9,30E-09","2,54E-13","7,87E-10","1,64E-09","1,56E-08","3,25E-06","2,21E-09","3,33E-09","5,65E-12","1,61E-13","2,25E-09","2,51E-11","1,50E-11","7,01E-08","2,08E-06","0,00E+00","0,077422191","0,14224738","0,00E+00","0,00E+00","0,00E+00","1,87E-01","2,81E-05","9,19E-05","1,89E-07","7,27E-05","1,03E-05","1,92E-08","1,55E-05","2,02E-05","5,87E-05","4,65E-06","0,00E+00","2,96E-07","2,15E-05","5,50E-05","1,87E-01","0,00E+00","cadmium is mined together with zinc, so zinc is taken as surrogate process
recycle rate EoL-RIR from erostat data or report JRC, Towards Recycling Indicators based on EU flows and Raw Materials System Analysis data. 2018"
"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,"Chromium, CRM (EoL-RIR = 21%)","6,7827","0,6111","1,1088","1,5702","3,49271","0,7876899","0,050667872","0,0094194144",0,"0,5930873","0,0085541507","0,27040915","0,8611",0,"0,70908438","0,00E+00",0,0,"26,2610","502,3198","317,2898","96,134","0,00E+00","88,896","0,00E+00",0,"0,70056","0,65447","0,02465","0,02143","0,00003923676891","0,00000009117652287","3,0017001","2,44E-05","7,35E-08","2,01E-12","0,00E+00","0,00E+00","1,40E-09","1,43E-05","3,20E-10","1,67E-08","2,37E-10","6,69E-14","4,02E-10","1,78E-11","4,23E-12","7,47E-08","4,85E-07","0,00E+00","0,01738","2,9843201","0,00E+00","0,00E+00","0,00E+00","2,72E-03","1,15E-04","7,32E-04","3,17E-05","9,46E-05","2,01E-07","6,15E-06","0,00E+00","7,96E-04","5,66E-06","0,00E+00","0,00E+00","0,00E+00","1,58E-05","5,06E-04","4,15E-04","0,00E+00","copy Probas, Umwelt Bundesambt. Recycle rate EoL-RIR from erostat data or report JRC, Towards Recycling Indicators based on EU flows and Raw Materials System Analysis data. 2018"
"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,"Cobalt, CRM (EoL-RIR = 22%)","40,5122","0,2927","1,1523","38,0403","1,02689","0,8718705","0,22104381","0,0027325188","0,21302724","0,076117882","0,00082073064","0,059365693","37,8612","0,00E+00","0,17911141","0,00E+00",0,0,"7,7210","107,63758","81,82458","24,283","0,00E+00","1,53","0,00E+00",0,"0,41018","0,38534","0,01087","0,01396","0,00002310204847","0,00000004021258229","1,95521421","7,17E-06","2,16E-08","5,91E-13","0,00E+00","0,00E+00","4,06E-10","1,58E-05","9,27E-11","1,84E-08","2,58E-11","2,73E-12","2,24E-11","4,44E-12","1,08E-12","1,49E-08","8,77E-08","0,00E+00","1,1856","0,76961421","0,00E+00","0,00E+00","0,00E+00","9,13E-04","1,27E-04","2,15E-04","6,95E-06","2,97E-04","8,19E-06","6,71E-07","0,00E+00","1,02E-04","5,43E-07","0,00E+00","0,00E+00","0,00E+00","1,07E-05","1,30E-04","1,45E-05","0,00E+00","copy ProBas, Umwelt Bundesambt. Recycle rate EoL-RIR from erostat data or report JRC, Towards Recycling Indicators based on EU flows and Raw Materials System Analysis data. 2018"
"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Copper (primary),"5,4445","0,0982","0,3103","4,4787","0,55721","0,18295564","0,10446435","0,087325672","0,00093786452","0,00011613915","0,0098599093","0,022921765","4,2490922","0,0018897385","0,22773125","1,18E-05","0,00000000058735893",0,"4,1896","94,309941","45,158584","30,874635","0,00E+00","0,13041361","1,72E+01","0,97069453","0,14728","0,13844","0,00522","0,00361","0,000008299862207","0,00000001932209747","0,50623178","3,96E-06","1,20E-08","3,27E-13","8,12E-10","9,15E-12","1,30E-08","4,31E-06","1,86E-09","5,37E-09","5,65E-11","6,70E-14","5,33E-11","1,18E-12","1,44E-13","1,42E-09","7,79E-09","1,78E-11","0,23214373","0,27408805","1,14E-14","6,93E-17","3,10E-21","1,98E-03","3,83E-05","1,17E-04","2,69E-06","2,62E-05","8,40E-06","5,85E-07","1,26E-05","1,56E-07","6,52E-06","6,88E-08","1,20E-08","1,22E-09","1,95E-05","9,30E-05","1,65E-03","1,63E-12","33% EU, 66% US. Litt. Dr. Ladji Tikana, Dr. Henrike Sievers, Dr. Anton Klassert. Life Cycle Assessment of Copper Products. Deutches Kupfer Institute. Litt. USA: Maggie Wildnauer. life Cycle Assessment Copper Tube and Steel. Thinkstep. Copper Development Association. "
"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Copper (secondary),"0,1441","0,0038","0,0086","0,0248","0,10693","0,004569774","0,0039978137","0,0032886952","0,00036896478","0,0000034944373","0,000089595915","0,000077119966","0,00074952273","4,34E-03","0,019685366","1,58E-05","0,0000013222344",0,"0,8040","13,694127","9,189419","2,6685006","0,00E+00","0,22909064","1,00E+00","0,60436688","0,01550","0,01457","0,00067","0,00025","0,0000008734619009","0,000000002486836171","0,03552929016","7,46E-07","2,25E-09","6,15E-14","3,91E-12","1,02E-13","4,89E-10","1,26E-07","6,95E-11","1,39E-10","2,60E-14","8,38E-16","3,13E-14","1,44E-15","2,68E-15","1,53E-11","9,19E-10","2,62E-11","0,000021681158","0,035507609","2,56E-11","1,56E-13","6,97E-18","4,08E-05","1,12E-06","2,24E-05","9,04E-09","9,91E-07","3,18E-07","5,06E-10","4,87E-07","4,69E-09","5,93E-08","7,52E-10","1,71E-08","1,40E-11","6,83E-07","1,44E-05","3,42E-07","3,68E-09","1.56 kwh per kg copper, is 5.6 MJ/ kg copper. Litt. Bravard and Portal, 1971. Energy Expenditures Associated with the Production and Recycle of Metals. Oak Ridge National Laboratories. Available at https://www.osti.gov/servlets/purl/7351678. However estimated at 10 MJ/kg by https://copperalliance.org.uk/knowledge-base/education/education-resources/copper-recycling-sustainability-2/ .Note: heating is only 0.385 kJ/kg.K x 1000 K = 0.385 MJ/kg plus 0.206 MJ/kg, so 0.591 MJ/kg"
"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,"Copper wire, plate, pipe, trade mix ( 70% prim 30% sec)","3,8544","0,0699","0,2198","3,1425","0,42213","0,12943988","0,074324392","0,062114579","0,0007671946","0,000082345735","0,0069288153","0,016068372","2,9745894","0,002624473","0,16531749","1,30E-05","0,00000039708146",0,"3,1739","70,125197","34,367835","22,412795","0,00E+00","0,16001672","1,23E+01","0,86079623","0,10775","0,10128","0,00386","0,00261","0,00000607194222","0,00000001427151937","0,36502103","3,00E-06","9,05E-09","2,47E-13","5,70E-10","6,44E-12","9,24E-09","3,06E-06","1,32E-09","3,80E-09","3,96E-11","4,72E-14","3,73E-11","8,28E-13","1,02E-13","9,97E-10","5,73E-09","2,03E-11","0,16250711","0,20251392","7,70E-12","4,68E-14","2,09E-18","1,40E-03","2,72E-05","8,85E-05","1,88E-06","1,86E-05","5,98E-06","4,10E-07","8,97E-06","1,11E-07","4,58E-06","4,84E-08","1,35E-08","8,59E-10","1,38E-05","6,94E-05","1,16E-03","1,11E-09","Recycle rate EoL-RIR from erostat data. and report JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018. Also recycling rate copper in EU: Simon Gloser, Marcel Soulier, and Luis A. Tercero Espinoza. Dynamic Analysis of Global Copper Flows. Global Stocks, Postconsumer Material Flows, Recycling Indicators, and Uncertainty Evaluation. Fraunhofer Institute. dx.doi.org/10.1021/es400069b | Environ. Sci. Technol. 2013, 47, 6564-6572"
"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,"Gallium, CRM (EoL-RIR = 0%)","192,2580","2,9712","29,7446","134,7930","24,74917","4,81032","11,36553","0,076865976",0,"2,873001","0,021353504","13,568787","132,2","0,00E+00","2,5929664","0,00E+00",0,0,"186,0840","2843,3619","2446,7609","351,541","0,00E+00","45,06","0,00E+00",0,"4,85487","4,38055","0,17149","0,30283","0,0002626227509","0,0000006342113147","42,413402","1,73E-04","5,21E-07","1,42E-11","0,00E+00","0,00E+00","1,14E-08","8,74E-05","2,61E-09","1,02E-07","8,19E-09","2,14E-10","2,25E-10","1,37E-10","3,06E-11","4,16E-07","2,15E-06","0,00E+00","19,4","23,013402","0,00E+00","0,00E+00","0,00E+00","1,63E-02","7,02E-04","5,19E-03","1,59E-03","5,78E-04","6,43E-04","2,13E-04","0,00E+00","3,86E-03","1,41E-05","0,00E+00","0,00E+00","0,00E+00","1,14E-04","3,40E-03","1,73E-07","0,00E+00","ProBas, Umwelt Bundesambt"
"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Gold (primary),"33353,2233","879,6650","2712,6830","27379,7659","2 381,10950","1896,0478","202,83224","10,057002",0,"258,81528","610,79268","613,80292","27181,67","0,00E+00","198,09588","0,00E+00",0,0,"17 903,0789","274800,34","240385,86","26856,817",0,"7557,669",0,0,"1371,49958","1323,79973","25,39457","22,30527","0,07936449233","0,00009391484354","3123,9877","1,66E-02","5,01E-05","1,37E-09","0,00E+00","0,00E+00","1,49E-06","3,44E-02","3,41E-07","4,01E-05","6,84E-08","1,26E-09","4,02E-07","2,36E-06","5,00E-07","1,77E-04","2,81E-02","0,00E+00",863,"2260,9877","0,00E+00","0,00E+00","0,00E+00","6,39E+01","2,77E-01","4,99E-01","7,19E-02","2,28E-01","3,78E-03","1,78E-03","0,00E+00","3,47E-01","4,04E-01","0,00E+00","0,00E+00","0,00E+00","2,69E-02","3,25E-01","6,17E+01","0,00E+00","ProBas, Umwelt Bundesambt"
"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Gold (secondary),"138,6693","8,5107","29,7163","0,6092","99,83312","21,040823","7,5003101","6,3384633","1,9680664","0,062883458","0,14123685","1,1751391","0,088548828",0,"0,51861305","2,07E-03",0,0,"750,6250","9421,399","9335,3781","70,31088","0,00E+00",0,"7,43E-01","14,967499","21,12248","19,82776","0,75409","0,54063","0,001188714695","0,000002788801479","75,71808663","7,04E-04","2,12E-06","5,80E-11","5,79E-08","3,60E-09","9,42E-07","4,80E-04","1,35E-07","5,24E-07","1,18E-10","1,41E-12","3,23E-09","2,33E-11","5,46E-11","1,06E-06","2,76E-06","2,71E-09","0,0051626275","75,712924","0,00E+00","0,00E+00","0,00E+00","4,39E-02","3,92E-03","2,09E-02","1,38E-04","4,54E-03","6,02E-04","1,36E-06","9,15E-04","8,44E-05","9,35E-05","2,68E-05","1,97E-06","4,55E-07","1,55E-03","1,11E-02","2,80E-05","0,00E+00","Nuss and Eckelman, 2014, Life Cycle Assessment of Metals: A Scientific Synthesis, PLOS ONE, - supporting information- . "
"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Gold trade mix (76% prim 24% sec),"25381,7299","670,5879","2068,7709","20808,7678","1 833,60320","1446,0461","155,95258","9,1645528","0,47233593","196,7147","464,23633","466,77225","20658,09",0,"150,67734","4,96E-04",0,0,"13 786,4902","211109,4","184933,74","20428,056","0,00E+00","5743,8284","1,78E-01","3,5921998","1047,40908","1010,84646","19,48086","17,08176","0,0606023059","0,0000720445943","2392,40304","1,28E-02","3,86E-05","1,05E-09","1,39E-08","8,63E-10","1,36E-06","2,63E-02","2,92E-07","3,06E-05","5,20E-08","9,57E-10","3,06E-07","1,80E-06","3,80E-07","1,35E-04","2,14E-02","6,52E-10","655,88124","1736,5218","0,00E+00","0,00E+00","0,00E+00","4,86E+01","2,11E-01","3,84E-01","5,47E-02","1,74E-01","3,01E-03","1,35E-03","2,20E-04","2,64E-01","3,07E-01","6,44E-06","4,73E-07","1,09E-07","2,08E-02","2,49E-01","4,69E+01","0,00E+00",JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018
"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,"Indium, CRM (EoL-RIR= 0%)","772,3268","11,9114","21,0445","719,5277","19,84320","18,409496","1,2298052","0,14462356",0,"3,2691262","8,4976308","1,4051853","716,89","0,00E+00","2,6376945","0,00E+00",0,0,"149,1970","2078,3918","1710,1998","357,605","0,00E+00","10,587","0,00E+00",0,"12,14560","11,60213","0,25940","0,28407","0,0006955714553","0,0000009593033998","39,785558","1,38E-04","4,18E-07","1,14E-11","0,00E+00","0,00E+00","2,15E-08","3,34E-04","4,91E-09","3,89E-07","1,83E-10","1,05E-11","1,45E-07","6,94E-10","1,17E-09","2,52E-06","2,20E-04","0,00E+00","23,7","16,085558","0,00E+00","0,00E+00","0,00E+00","3,03E-02","2,68E-03","4,16E-03","1,65E-04","2,21E-03","3,14E-05","4,74E-06","0,00E+00","4,39E-03","5,62E-03","0,00E+00","0,00E+00","0,00E+00","3,03E-04","2,52E-03","8,18E-03","0,00E+00","ProBas, Umwelt Bundesambt"
"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Lead (primary),"2,3428","0,0583","0,3662","1,6666","0,25162","0,33066761","0,021200038","0,017607392","0,016567506","0,0004735627","0,023682624","0,014322272","1,6247727","1,14E-02","0,030464619","1,71E-07",0,0,"1,8919","29,517326","24,3107","4,1302363","0,00E+00","0,0006427697","3,46E-03","1,0722843","0,14639","0,14143","0,00353","0,00143","0,000008478888254","0,00000001306965573","0,199693347","1,77E-06","5,35E-09","1,46E-13","2,63E-10","5,86E-10","2,62E-09","6,26E-06","3,74E-10","7,22E-09","2,33E-12","9,52E-15","1,17E-10","5,17E-12","1,69E-12","1,03E-08","4,35E-07","0,00E+00","0,093504117","0,10618923","0,00E+00","0,00E+00","0,00E+00","5,74E-03","5,06E-05","5,27E-05","1,69E-06","5,54E-05","1,70E-06","6,68E-09","2,57E-06","6,35E-07","1,57E-05","1,66E-06","0,00E+00","1,09E-07","6,72E-06","3,43E-05","5,52E-03","0,00E+00","copy ELCD, water deleted because of unaccuracies (for check: Litt. Alistair J. Davidson, Steve P. Binks, Johannes Gediga. Lead industry life cycle studies: environmental impact and life cycle assessment of lead battery and architectural sheet production. Int J Life Cycle Assess (2016) 21:1624–1636 DOI 10.1007/s11367-015-1021-5)"
